"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 13:44:39 GMT 2024","Wed May 29 13:44:45 GMT 2024","5452","","","","","","Verify redirection for ""verified blocks"" from Main Page",""
"passed","Wed May 29 13:42:57 GMT 2024","Wed May 29 13:42:58 GMT 2024","1025","","","","","","Search random tx hash / inexistent with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1114ecff""",""
"passed","Wed May 29 13:42:18 GMT 2024","Wed May 29 13:42:19 GMT 2024","817","","","","","","Verify Smart contract verification Page",""
"passed","Wed May 29 13:42:05 GMT 2024","Wed May 29 13:42:08 GMT 2024","3119","","","","","","Verify table contains ""Age"" column name on Transactions page",""
"passed","Wed May 29 13:42:49 GMT 2024","Wed May 29 13:43:07 GMT 2024","17706","","","","","","Verify redirection for ""join"" social network icon  on Header",""
"passed","Wed May 29 13:41:57 GMT 2024","Wed May 29 13:42:03 GMT 2024","5960","","","","","","Verify redirection from Block page L1 addresses to etherscan after address click",""
"passed","Wed May 29 13:41:55 GMT 2024","Wed May 29 13:41:55 GMT 2024","522","","","","","","Verify ""Status"" column in ""Latest Transactions"" table",""
"passed","Wed May 29 13:42:54 GMT 2024","Wed May 29 13:42:55 GMT 2024","697","","","","","","Search incorrect tx hash with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ec""",""
"passed","Wed May 29 13:45:32 GMT 2024","Wed May 29 13:45:39 GMT 2024","6233","","","","","","Verify redirection from Main page after block number click",""
"passed","Wed May 29 13:44:28 GMT 2024","Wed May 29 13:44:33 GMT 2024","5420","","","","","","Verify redirection for ""tx hash"" from Main Page",""
"passed","Wed May 29 13:42:17 GMT 2024","Wed May 29 13:42:17 GMT 2024","511","","","","","","Verify Network stats component contains ""Transactions"" block",""
"passed","Wed May 29 13:42:17 GMT 2024","Wed May 29 13:42:19 GMT 2024","1431","","","","","","Check ""Data"" hashes copying for Logs tab on Transaction page",""
"passed","Wed May 29 13:43:09 GMT 2024","Wed May 29 13:43:10 GMT 2024","604","","","","","","Verify ""Size"" column in ""Latest Batches"" table",""
"passed","Wed May 29 13:41:45 GMT 2024","Wed May 29 13:41:46 GMT 2024","1087","","","","","","Check the element ""Smart Contract Verification"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Wed May 29 13:41:57 GMT 2024","Wed May 29 13:41:57 GMT 2024","473","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
