"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 30 19:20:19 GMT 2024","Tue Jan 30 19:20:21 GMT 2024","1134","","","","","","Verify table contains ""Status"" column name on Transactions page",""
"passed","Tue Jan 30 19:19:54 GMT 2024","Tue Jan 30 19:19:55 GMT 2024","813","","","","","","Check dropdown ""language"" for ""UA"" and verify",""
"passed","Tue Jan 30 19:20:14 GMT 2024","Tue Jan 30 19:20:15 GMT 2024","1274","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Tue Jan 30 19:23:26 GMT 2024","Tue Jan 30 19:23:32 GMT 2024","6013","","","","","","Verify redirection from Tokens page after ""token address"" click",""
"passed","Tue Jan 30 19:18:47 GMT 2024","Tue Jan 30 19:18:48 GMT 2024","1174","","","","","","Verify Logs tab artifact for ""345359500000000"" on Transaction page",""
"passed","Tue Jan 30 19:22:28 GMT 2024","Tue Jan 30 19:22:35 GMT 2024","6587","","","","","","Verify L1 redirection from Account page after ""to address"" click",""
"passed","Tue Jan 30 19:20:06 GMT 2024","Tue Jan 30 19:20:07 GMT 2024","1033","","","","","","Check ""Input data"" hashes copying for Transaction page",""
"passed","Tue Jan 30 19:20:54 GMT 2024","Tue Jan 30 19:20:55 GMT 2024","1117","","","","","","Verify column ""Transaction Hash"" tab on Contract page",""
"passed","Tue Jan 30 19:21:46 GMT 2024","Tue Jan 30 19:21:47 GMT 2024","729","","","","","","Search incorrect batch number with ""341 844""",""
"passed","Tue Jan 30 19:21:57 GMT 2024","Tue Jan 30 19:21:58 GMT 2024","1109","","","","","","Verify label ""self"" for Account info on Account page",""
"passed","Tue Jan 30 19:20:13 GMT 2024","Tue Jan 30 19:20:14 GMT 2024","1105","","","","","","Verify block transactions table contains ""Value""",""
"passed","Tue Jan 30 19:23:19 GMT 2024","Tue Jan 30 19:23:26 GMT 2024","6465","","","","","","Verify redirection from Tokens page after ""token icon"" click",""
"passed","Tue Jan 30 19:21:40 GMT 2024","Tue Jan 30 19:21:46 GMT 2024","6038","","","","","","Verify redirection from Tokens page after ""token address"" click",""
"passed","Tue Jan 30 19:21:56 GMT 2024","Tue Jan 30 19:21:57 GMT 2024","1117","","","","","","Verify label ""in"" for Account info on Account page",""
"passed","Tue Jan 30 19:20:49 GMT 2024","Tue Jan 30 19:20:50 GMT 2024","1229","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Tue Jan 30 19:20:07 GMT 2024","Tue Jan 30 19:20:08 GMT 2024","1272","","","","","","Verify Latest transaction ""From"" on Account page",""
"passed","Tue Jan 30 19:20:31 GMT 2024","Tue Jan 30 19:20:37 GMT 2024","5422","","","","","","Verify redirection for ""transactions"" from Main Page",""
"passed","Tue Jan 30 19:23:58 GMT 2024","Tue Jan 30 19:24:00 GMT 2024","1118","","","","","","Verify redirection to ""zkSync Era Goerli Testnet"" network",""
"passed","Tue Jan 30 19:20:12 GMT 2024","Tue Jan 30 19:20:13 GMT 2024","796","","","","","","Verify block transactions table contains ""Method""",""
"passed","Tue Jan 30 19:20:13 GMT 2024","Tue Jan 30 19:20:14 GMT 2024","1105","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Tue Jan 30 19:20:17 GMT 2024","Tue Jan 30 19:20:18 GMT 2024","1365","","","","","","Verify table contains ""Status"" column name on Blocks page",""
"passed","Tue Jan 30 19:20:38 GMT 2024","Tue Jan 30 19:20:47 GMT 2024","8810","","","","","","Verify redirection from Transaction page after ""block number"" click",""
"passed","Tue Jan 30 19:21:58 GMT 2024","Tue Jan 30 19:21:59 GMT 2024","1245","","","","","","Check data type dropdown for ""Topics"" and select ""Hex""",""
"passed","Tue Jan 30 19:20:01 GMT 2024","Tue Jan 30 19:20:01 GMT 2024","516","","","","","","Verify ""Status"" column in ""Latest Transactions"" table",""
"passed","Tue Jan 30 19:20:04 GMT 2024","Tue Jan 30 19:20:06 GMT 2024","1395","","","","","","Verify Latest transaction ""Transaction Hash"" on Account page",""
"passed","Tue Jan 30 19:22:22 GMT 2024","Tue Jan 30 19:22:28 GMT 2024","5938","","","","","","Verify L1 redirection from Account page after ""from address"" click",""
"passed","Tue Jan 30 19:20:03 GMT 2024","Tue Jan 30 19:20:04 GMT 2024","1375","","","","","","Verify redirection from Contracts page after Creator click",""
