"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 13:00:12 GMT 2024","Wed Feb 14 13:00:13 GMT 2024","574","","","","","","Verify ""Transaction Hash"" column in ""Latest Transactions"" table",""
"passed","Wed Feb 14 14:11:00 GMT 2024","Wed Feb 14 14:11:06 GMT 2024","5499","","","","","","Verify redirection for ""batch size"" from Main Page",""
"passed","Wed Feb 14 13:00:15 GMT 2024","Wed Feb 14 13:00:16 GMT 2024","541","","","","","","Verify ""Age"" column in ""Latest Batches"" table",""
"passed","Wed Feb 14 14:11:53 GMT 2024","Wed Feb 14 14:11:53 GMT 2024","608","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
"passed","Wed Feb 14 14:11:58 GMT 2024","Wed Feb 14 14:12:04 GMT 2024","5872","","","","","","Verify redirection from Transactions page after ""from address"" click",""
"passed","Wed Feb 14 13:01:35 GMT 2024","Wed Feb 14 13:01:36 GMT 2024","1109","","","","","","Verify Contract tab for ""Verify and Publish your contract source code today!"" visibility on Contracts page",""
"passed","Wed Feb 14 14:12:00 GMT 2024","Wed Feb 14 14:12:01 GMT 2024","937","","","","","","Search correct address / account",""
"passed","Wed Feb 14 14:12:11 GMT 2024","Wed Feb 14 14:12:12 GMT 2024","668","","","","","","Search incorrect tx hash with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ec f""",""
"failed","Wed Feb 14 13:03:31 GMT 2024","Wed Feb 14 13:04:24 GMT 2024","53021","","","","","","Verify redirection from Account page after ""to address"" click",""
"passed","Wed Feb 14 14:11:25 GMT 2024","Wed Feb 14 14:11:27 GMT 2024","1931","","","","","","Verify redirection to ""zkSync Era Mainnet"" network",""
"passed","Wed Feb 14 13:00:02 GMT 2024","Wed Feb 14 13:00:03 GMT 2024","929","","","","","","Check the element ""Bridge"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Wed Feb 14 14:11:15 GMT 2024","Wed Feb 14 14:11:21 GMT 2024","6282","","","","","","Verify contract link on the Contacts page",""
"passed","Wed Feb 14 13:01:16 GMT 2024","Wed Feb 14 13:01:17 GMT 2024","818","","","","","","Verify block transactions table contains ""To""",""
"passed","Wed Feb 14 12:59:02 GMT 2024","Wed Feb 14 12:59:03 GMT 2024","1049","","","","","","Check ""Data"" hashes copying for Logs tab on Transaction page",""
"passed","Wed Feb 14 13:00:26 GMT 2024","Wed Feb 14 13:00:27 GMT 2024","985","","","","","","Verify Transaction table contains ""Batch"" row",""
"passed","Wed Feb 14 12:59:06 GMT 2024","Wed Feb 14 12:59:07 GMT 2024","1022","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Wed Feb 14 13:04:55 GMT 2024","Wed Feb 14 13:05:01 GMT 2024","5887","","","","","","Verify redirection from Block page after ""tx hash"" click",""
"passed","Wed Feb 14 13:00:42 GMT 2024","Wed Feb 14 13:00:44 GMT 2024","1441","","","","","","Verify label ""create"" for method column on Contract page",""
"passed","Wed Feb 14 13:00:28 GMT 2024","Wed Feb 14 13:00:29 GMT 2024","1270","","","","","","Verify Contract info table contains ""Address"" row",""
"passed","Wed Feb 14 14:11:06 GMT 2024","Wed Feb 14 14:11:11 GMT 2024","5448","","","","","","Verify redirection for ""tx hash"" from Main Page",""
"passed","Wed Feb 14 14:12:10 GMT 2024","Wed Feb 14 14:12:10 GMT 2024","631","","","","","","Search incorrect tx hash with ""0x!6adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ecff""",""
"passed","Wed Feb 14 13:00:36 GMT 2024","Wed Feb 14 13:00:37 GMT 2024","895","","","","","","Verify Smart contract verification Page",""
"passed","Wed Feb 14 13:04:49 GMT 2024","Wed Feb 14 13:04:55 GMT 2024","6839","","","","","","Verify L1 redirection from Account page after ""to address"" click",""
