"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 13:40:26 GMT 2024","Fri Aug 02 13:40:27 GMT 2024","1082","","","","","","Verify Transaction table contains ""Batch"" row",""
"passed","Fri Aug 02 13:39:59 GMT 2024","Fri Aug 02 13:40:00 GMT 2024","964","","","","","","Check the element ""Bridge"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Fri Aug 02 13:39:58 GMT 2024","Fri Aug 02 13:39:59 GMT 2024","1028","","","","","","Check the element ""Smart Contract Verification"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Fri Aug 02 13:40:11 GMT 2024","Fri Aug 02 13:40:11 GMT 2024","510","","","","","","Verify ""Size"" column in ""Latest Batches"" table",""
"passed","Fri Aug 02 13:40:36 GMT 2024","Fri Aug 02 13:40:37 GMT 2024","951","","","","","","Verify Smart contract verification Page",""
"passed","Fri Aug 02 13:40:00 GMT 2024","Fri Aug 02 13:40:01 GMT 2024","845","","","","","","Check social networks icon ""join"" is available, clickable and have correct href",""
"passed","Fri Aug 02 13:40:10 GMT 2024","Fri Aug 02 13:40:10 GMT 2024","595","","","","","","Verify ""Status"" column in ""Latest Batches"" table",""
"passed","Fri Aug 02 13:40:34 GMT 2024","Fri Aug 02 13:40:36 GMT 2024","2283","","","","","","Verify Smart contract verification Page",""
"passed","Fri Aug 02 13:40:37 GMT 2024","Fri Aug 02 13:40:38 GMT 2024","846","","","","","","Verify Smart contract verification Page",""
"passed","Fri Aug 02 13:40:12 GMT 2024","Fri Aug 02 13:40:13 GMT 2024","1310","","","","","","Check Search field is visible",""
"passed","Fri Aug 02 13:40:06 GMT 2024","Fri Aug 02 13:40:07 GMT 2024","573","","","","","","Network stats is displayed",""
"passed","Fri Aug 02 13:40:04 GMT 2024","Fri Aug 02 13:40:05 GMT 2024","1212","","","","","","Check dropdown ""network"" for ""zkSync Era Sepolia Testnet"" and verify",""
"passed","Fri Aug 02 13:40:17 GMT 2024","Fri Aug 02 13:40:20 GMT 2024","2610","","","","","","Verify Transaction table contains ""Status"" row",""
"passed","Fri Aug 02 13:40:10 GMT 2024","Fri Aug 02 13:40:11 GMT 2024","523","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
"passed","Fri Aug 02 13:40:32 GMT 2024","Fri Aug 02 13:40:33 GMT 2024","1433","","","","","","Verify Contract info table contains ""Transactions"" row",""
"passed","Fri Aug 02 13:40:05 GMT 2024","Fri Aug 02 13:40:06 GMT 2024","1252","","","","","","Check dropdown ""network"" for ""Goerli (Stage2)"" and verify",""
