"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 02 21:26:54 GMT 2024","Sun Jun 02 21:26:59 GMT 2024","5463","","","","","","Verify redirection for ""verified blocks"" from Main Page",""
"passed","Sun Jun 02 21:27:55 GMT 2024","Sun Jun 02 21:28:00 GMT 2024","5491","","","","","","Verify redirection for ""committed blocks"" from Main Page",""
"passed","Sun Jun 02 21:26:54 GMT 2024","Sun Jun 02 21:26:55 GMT 2024","988","","","","","","Check Failed status component for Transaction page",""
"passed","Sun Jun 02 21:26:39 GMT 2024","Sun Jun 02 21:26:40 GMT 2024","697","","","","","","Search incorrect tx hash with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ec""",""
"passed","Sun Jun 02 21:29:08 GMT 2024","Sun Jun 02 21:29:14 GMT 2024","5775","","","","","","Verify L1 redirection from Account page after ""from address"" click",""
"passed","Sun Jun 02 21:27:03 GMT 2024","Sun Jun 02 21:27:04 GMT 2024","1088","","","","","","Check data type dropdown for ""Data"" and select ""Address""",""
"passed","Sun Jun 02 21:26:51 GMT 2024","Sun Jun 02 21:26:52 GMT 2024","1555","","","","","","Verify redirection to ""zkSync Era Mainnet"" network",""
"passed","Sun Jun 02 21:26:33 GMT 2024","Sun Jun 02 21:26:34 GMT 2024","1140","","","","","","Verify Latest transaction ""Fee"" on Account page",""
"passed","Sun Jun 02 21:26:46 GMT 2024","Sun Jun 02 21:26:47 GMT 2024","953","","","","","","Verify Transaction table contains ""Nonce"" row",""
"passed","Sun Jun 02 21:26:19 GMT 2024","Sun Jun 02 21:26:21 GMT 2024","1850","","","","","","Verify column ""Balance"" for Balances on Account page",""
"passed","Sun Jun 02 21:26:22 GMT 2024","Sun Jun 02 21:26:23 GMT 2024","994","","","","","","Check ""Transaction Hash"" hashes copying for Transaction page",""
"passed","Sun Jun 02 21:27:13 GMT 2024","Sun Jun 02 21:27:14 GMT 2024","1536","","","","","","Check ""ETH"" hashes copying for Tokens page",""
"passed","Sun Jun 02 21:27:02 GMT 2024","Sun Jun 02 21:27:03 GMT 2024","1098","","","","","","Check data type dropdown for ""Data"" and select ""Text""",""
"passed","Sun Jun 02 21:26:42 GMT 2024","Sun Jun 02 21:26:49 GMT 2024","6289","","","","","","Verify contract link on the Contacts page",""
"passed","Sun Jun 02 21:28:19 GMT 2024","Sun Jun 02 21:28:20 GMT 2024","938","","","","","","Verify redirection for ""Transactions"" in BE menu",""
"passed","Sun Jun 02 21:26:28 GMT 2024","Sun Jun 02 21:26:29 GMT 2024","914","","","","","","Verify block transactions table contains ""Fee""",""
"passed","Sun Jun 02 21:26:26 GMT 2024","Sun Jun 02 21:26:27 GMT 2024","1009","","","","","","Check ""Address"" hashes copying for Logs tab on Transaction page",""
"passed","Sun Jun 02 21:26:27 GMT 2024","Sun Jun 02 21:26:28 GMT 2024","1111","","","","","","Verify block transactions table contains ""Value""",""
"passed","Sun Jun 02 21:26:33 GMT 2024","Sun Jun 02 21:26:34 GMT 2024","567","","","","","","Count rows in ""Latest Batches"" table",""
"passed","Sun Jun 02 21:26:40 GMT 2024","Sun Jun 02 21:26:41 GMT 2024","1139","","","","","","Check data type dropdown for ""Topics"" and select ""Text""",""
"passed","Sun Jun 02 21:26:39 GMT 2024","Sun Jun 02 21:26:40 GMT 2024","1073","","","","","","Verify Transaction table contains ""Transaction Hash"" row",""
"passed","Sun Jun 02 21:26:26 GMT 2024","Sun Jun 02 21:26:27 GMT 2024","765","","","","","","Check social networks icon ""join"" is available, clickable and have correct href",""
"passed","Sun Jun 02 21:26:53 GMT 2024","Sun Jun 02 21:26:54 GMT 2024","1114","","","","","","Check Verified status component for Transaction page",""
"passed","Sun Jun 02 21:26:30 GMT 2024","Sun Jun 02 21:26:31 GMT 2024","907","","","","","","Verify Latest transaction ""To"" on Account page",""
"passed","Sun Jun 02 21:28:05 GMT 2024","Sun Jun 02 21:28:11 GMT 2024","5443","","","","","","Verify redirection for ""transactions"" from Main Page",""
"passed","Sun Jun 02 21:26:58 GMT 2024","Sun Jun 02 21:26:59 GMT 2024","852","","","","","","Verify Smart contract verification Page",""
"passed","Sun Jun 02 21:26:27 GMT 2024","Sun Jun 02 21:26:28 GMT 2024","838","","","","","","Verify Latest transaction ""Transaction Hash"" on Account page",""
"passed","Sun Jun 02 21:26:51 GMT 2024","Sun Jun 02 21:26:52 GMT 2024","1212","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Sun Jun 02 21:27:32 GMT 2024","Sun Jun 02 21:27:38 GMT 2024","5918","","","","","","Verify redirection from Contracts page after ""tx hash"" click",""
"passed","Sun Jun 02 21:26:42 GMT 2024","Sun Jun 02 21:26:43 GMT 2024","601","","","","","","Verify ""Status"" column in ""Latest Transactions"" table",""
"passed","Sun Jun 02 21:26:09 GMT 2024","Sun Jun 02 21:26:10 GMT 2024","1239","","","","","","Verify left table contains ""Block Number"" row and ""13781"" value on Block page",""
"passed","Sun Jun 02 21:26:24 GMT 2024","Sun Jun 02 21:26:25 GMT 2024","1048","","","","","","Check copy button action on ""/tx/0xc598db886275ce5d7900fbfb6797afb3231a117446d91eb0dd8cf69addf90779"" page",""
"passed","Sun Jun 02 21:26:43 GMT 2024","Sun Jun 02 21:26:44 GMT 2024","727","","","","","","Fill the search field by empty value and try to search",""
"passed","Sun Jun 02 21:26:18 GMT 2024","Sun Jun 02 21:26:19 GMT 2024","1220","","","","","","Verify column ""Asset"" for Balances on Account page",""
"passed","Sun Jun 02 21:26:21 GMT 2024","Sun Jun 02 21:26:22 GMT 2024","1431","","","","","","Check copy button action on ""/address/0x574343B3d1544477f2C4dF38c2Ef720Ab33e782b"" page",""
