"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 06 19:14:33 GMT 2024","Wed Mar 06 19:14:34 GMT 2024","962","","","","","","Check data type dropdown for ""Data"" and select ""Address""",""
"passed","Thu Mar 07 06:47:25 GMT 2024","Thu Mar 07 06:47:26 GMT 2024","848","","","","","","Verify Latest transaction ""Fee"" on Account page",""
"passed","Thu Mar 07 06:47:24 GMT 2024","Thu Mar 07 06:47:25 GMT 2024","621","","","","","","Count rows in ""Latest Transactions"" table",""
"passed","Thu Mar 07 06:47:46 GMT 2024","Thu Mar 07 06:47:47 GMT 2024","783","","","","","","Verify Smart contract verification Page",""
"passed","Wed Mar 06 19:14:12 GMT 2024","Wed Mar 06 19:14:13 GMT 2024","913","","","","","","Check copy button action on ""/tx/0xc598db886275ce5d7900fbfb6797afb3231a117446d91eb0dd8cf69addf90779"" page",""
"passed","Wed Mar 06 19:17:35 GMT 2024","Wed Mar 06 19:17:36 GMT 2024","1045","","","","","","Verify table contains ""Transaction Hash"" column name on Transactions page",""
"passed","Wed Mar 06 19:14:19 GMT 2024","Wed Mar 06 19:14:20 GMT 2024","995","","","","","","Verify label ""in"" for Account info on Account page",""
"passed","Wed Mar 06 19:17:44 GMT 2024","Wed Mar 06 19:17:46 GMT 2024","1094","","","","","","Verify Contract tab for ""Are you owner of this smart-contract?"" visibility on Contracts page",""
"passed","Thu Mar 07 06:49:36 GMT 2024","Thu Mar 07 06:49:42 GMT 2024","5722","","","","","","Verify redirection from Account page after ""to address"" click",""
"passed","Thu Mar 07 06:47:30 GMT 2024","Thu Mar 07 06:47:31 GMT 2024","958","","","","","","Verify Transaction table contains ""Transaction Hash"" row",""
"passed","Thu Mar 07 06:47:38 GMT 2024","Thu Mar 07 06:47:43 GMT 2024","5457","","","","","","Verify redirection for ""batch size"" from Main Page",""
"passed","Thu Mar 07 06:48:30 GMT 2024","Thu Mar 07 06:48:35 GMT 2024","5832","","","","","","Verify redirection from Transactions page after ""tx hash"" click",""
"passed","Thu Mar 07 06:47:38 GMT 2024","Thu Mar 07 06:47:39 GMT 2024","941","","","","","","Verify Transaction table contains ""Batch"" row",""
"passed","Thu Mar 07 06:47:19 GMT 2024","Thu Mar 07 06:47:20 GMT 2024","1147","","","","","","Verify Latest transaction ""Transaction Hash"" on Account page",""
"passed","Thu Mar 07 06:47:39 GMT 2024","Thu Mar 07 06:47:40 GMT 2024","855","","","","","","Fill the search field by empty value and try to search",""
"passed","Wed Mar 06 19:17:24 GMT 2024","Wed Mar 06 19:17:25 GMT 2024","915","","","","","","Verify block transactions table contains ""Transaction Hash""",""
"passed","Thu Mar 07 06:47:25 GMT 2024","Thu Mar 07 06:47:26 GMT 2024","903","","","","","","Search correct address / account",""
"passed","Thu Mar 07 06:47:33 GMT 2024","Thu Mar 07 06:47:39 GMT 2024","5573","","","","","","Verify redirection from Main page after latest transactions click",""
"passed","Thu Mar 07 06:48:10 GMT 2024","Thu Mar 07 06:48:28 GMT 2024","17690","","","","","","Verify redirection for ""join"" social network icon  on Header",""
"passed","Wed Mar 06 19:14:13 GMT 2024","Wed Mar 06 19:14:13 GMT 2024","525","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
"passed","Wed Mar 06 19:15:19 GMT 2024","Wed Mar 06 19:15:25 GMT 2024","5448","","","","","","Verify redirection for ""committed blocks"" from Main Page",""
"passed","Thu Mar 07 06:47:31 GMT 2024","Thu Mar 07 06:47:32 GMT 2024","1303","","","","","","Verify redirection from Contracts page after Creator click",""
"passed","Wed Mar 06 19:14:20 GMT 2024","Wed Mar 06 19:14:21 GMT 2024","927","","","","","","Check copy button action on ""/tx/0xe84dcdaa4e40c9899763c8f55255376fd77f3a588be0fe0afa69f153a0ae3f10"" page",""
"passed","Wed Mar 06 19:17:52 GMT 2024","Wed Mar 06 19:17:53 GMT 2024","1073","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Wed Mar 06 19:14:20 GMT 2024","Wed Mar 06 19:14:21 GMT 2024","941","","","","","","Verify label ""self"" for Account info on Account page",""
"passed","Wed Mar 06 19:17:51 GMT 2024","Wed Mar 06 19:17:52 GMT 2024","1195","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Thu Mar 07 06:47:26 GMT 2024","Thu Mar 07 06:47:27 GMT 2024","642","","","","","","Search incorrect address / account",""
"passed","Wed Mar 06 19:17:29 GMT 2024","Wed Mar 06 19:17:30 GMT 2024","1037","","","","","","Verify block transactions table contains ""Value""",""
"passed","Wed Mar 06 19:17:30 GMT 2024","Wed Mar 06 19:17:32 GMT 2024","1093","","","","","","Verify table contains ""Block"" column name on Blocks page",""
"passed","Wed Mar 06 19:14:30 GMT 2024","Wed Mar 06 19:14:36 GMT 2024","6133","","","","","","Check Processed status component for Transaction page",""
