"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 22 13:45:43 GMT 2024","Thu Aug 22 13:45:44 GMT 2024","1040","","","","","","Verify block transactions table contains ""Value""",""
"passed","Thu Aug 22 13:46:24 GMT 2024","Thu Aug 22 13:46:27 GMT 2024","2912","","","","","","Check ""PERP"" hashes copying for Tokens page",""
"passed","Thu Aug 22 13:45:53 GMT 2024","Thu Aug 22 13:45:54 GMT 2024","1089","","","","","","Check ""Input data"" hashes copying for Transaction page",""
"passed","Thu Aug 22 13:48:11 GMT 2024","Thu Aug 22 13:48:16 GMT 2024","5769","","","","","","Verify redirection from Account page after ""Value"" click",""
"passed","Thu Aug 22 13:47:52 GMT 2024","Thu Aug 22 13:47:58 GMT 2024","5810","","","","","","Verify redirection from Account page after ""tx hash"" click",""
"passed","Thu Aug 22 13:47:40 GMT 2024","Thu Aug 22 13:47:46 GMT 2024","5422","","","","","","Verify redirection for ""batch number"" from Main Page",""
"passed","Thu Aug 22 13:46:07 GMT 2024","Thu Aug 22 13:46:08 GMT 2024","1171","","","","","","Verify Contract tab for ""Verify Smart Contract"" visibility on Contracts page",""
"passed","Thu Aug 22 13:47:13 GMT 2024","Thu Aug 22 13:47:15 GMT 2024","1644","","","","","","Check Failed status component for Transaction page",""
"passed","Thu Aug 22 13:45:59 GMT 2024","Thu Aug 22 13:46:00 GMT 2024","520","","","","","","Verify Network stats component contains ""Committed Blocks"" block",""
"passed","Thu Aug 22 13:45:48 GMT 2024","Thu Aug 22 13:45:49 GMT 2024","1036","","","","","","Check copy button action on ""/block/1"" page",""
"passed","Thu Aug 22 13:45:54 GMT 2024","Thu Aug 22 13:45:55 GMT 2024","1400","","","","","","Check copy button action on ""/address/0x6Ef9598Bf85bc651780e17D6848f2E1Ff1Ce5Aae"" page",""
"passed","Thu Aug 22 13:46:06 GMT 2024","Thu Aug 22 13:46:09 GMT 2024","2871","","","","","","Verify label ""create"" for method column on Contract page",""
"passed","Thu Aug 22 13:45:57 GMT 2024","Thu Aug 22 13:46:03 GMT 2024","5447","","","","","","Verify redirection from Main page after latest transactions click",""
