"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 10:02:06 GMT 2024","Wed Feb 21 10:02:07 GMT 2024","1242","","","","","","Verify Contract tab for ""Are you owner of this smart-contract?"" visibility on Contracts page",""
"passed","Wed Feb 21 10:01:43 GMT 2024","Wed Feb 21 10:01:44 GMT 2024","1018","","","","","","Verify table contains ""To"" column name on Transactions page",""
"passed","Wed Feb 21 10:02:33 GMT 2024","Wed Feb 21 10:02:34 GMT 2024","935","","","","","","Verify row ""Address"" for Account info on Account page",""
"passed","Wed Feb 21 10:02:08 GMT 2024","Wed Feb 21 10:02:09 GMT 2024","1120","","","","","","Verify Contract tab for ""This contract was created by the contract code at"" visibility on Contracts page",""
"passed","Wed Feb 21 10:06:46 GMT 2024","Wed Feb 21 10:06:47 GMT 2024","885","","","","","","Verify redirection for ""Smart Contract Verification"" in Tools menu",""
"passed","Wed Feb 21 10:01:44 GMT 2024","Wed Feb 21 10:01:45 GMT 2024","1257","","","","","","Verify table contains ""Method"" column name on Transactions page",""
"passed","Wed Feb 21 10:05:29 GMT 2024","Wed Feb 21 10:05:32 GMT 2024","2420","","","","","","Check ""ETH"" hashes copying for Tokens page",""
"passed","Wed Feb 21 10:02:07 GMT 2024","Wed Feb 21 10:02:08 GMT 2024","1397","","","","","","Verify Contract tab for ""Verify and Publish your contract source code today!"" visibility on Contracts page",""
"passed","Wed Feb 21 10:01:20 GMT 2024","Wed Feb 21 10:01:21 GMT 2024","828","","","","","","Verify left table contains ""Status"" row and ""Verified"" value on Block page",""
"passed","Wed Feb 21 10:02:17 GMT 2024","Wed Feb 21 10:02:19 GMT 2024","1210","","","","","","Verify Contract tab dropdown on Contracts page",""
"passed","Wed Feb 21 10:04:42 GMT 2024","Wed Feb 21 10:04:43 GMT 2024","931","","","","","","Check copy button action on ""/tx/0xe84dcdaa4e40c9899763c8f55255376fd77f3a588be0fe0afa69f153a0ae3f10"" page",""
"passed","Wed Feb 21 10:03:33 GMT 2024","Wed Feb 21 10:03:34 GMT 2024","1083","","","","","","Verify redirection to ""zkSync Era Sepolia Testnet"" network",""
"passed","Wed Feb 21 10:05:24 GMT 2024","Wed Feb 21 10:05:30 GMT 2024","6217","","","","","","Verify redirection from Tokens page after ""token address"" click",""
"passed","Wed Feb 21 10:04:32 GMT 2024","Wed Feb 21 10:04:38 GMT 2024","5448","","","","","","Verify redirection for ""tx hash"" from Main Page",""
"passed","Wed Feb 21 10:04:49 GMT 2024","Wed Feb 21 10:04:54 GMT 2024","5418","","","","","","Verify redirection for ""transactions"" from Main Page",""
"passed","Wed Feb 21 10:02:49 GMT 2024","Wed Feb 21 10:02:50 GMT 2024","949","","","","","","Verify Latest transaction ""Value"" on Account page",""
"passed","Wed Feb 21 10:01:26 GMT 2024","Wed Feb 21 10:01:27 GMT 2024","816","","","","","","Verify right table contains ""Proven"" row and ""2023-03-24"" value on Block page",""
"passed","Wed Feb 21 10:05:57 GMT 2024","Wed Feb 21 10:05:58 GMT 2024","890","","","","","","Verify redirection to ""zkSync Era Sepolia Testnet"" network",""
"passed","Wed Feb 21 10:07:37 GMT 2024","Wed Feb 21 10:07:44 GMT 2024","6351","","","","","","Verify L1 redirection from Account page after ""from address"" click",""
"passed","Wed Feb 21 10:02:39 GMT 2024","Wed Feb 21 10:02:40 GMT 2024","942","","","","","","Verify Latest transaction ""From"" on Account page",""
"passed","Wed Feb 21 10:02:15 GMT 2024","Wed Feb 21 10:02:17 GMT 2024","2546","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Wed Feb 21 10:04:43 GMT 2024","Wed Feb 21 10:04:44 GMT 2024","1129","","","","","","Check copy button action on ""/address/0xed7175341f123f7718aBaCF1702d6980CFc08784"" page",""
"passed","Wed Feb 21 10:04:36 GMT 2024","Wed Feb 21 10:04:42 GMT 2024","6071","","","","","","Verify redirection from Tokens page after ""token icon"" click",""
"passed","Wed Feb 21 10:01:40 GMT 2024","Wed Feb 21 10:01:41 GMT 2024","1038","","","","","","Verify table contains ""Transaction Hash"" column name on Transactions page",""
"passed","Wed Feb 21 10:04:07 GMT 2024","Wed Feb 21 10:04:12 GMT 2024","5861","","","","","","Verify redirection from Transactions page after ""tx hash"" click",""
"passed","Wed Feb 21 10:07:26 GMT 2024","Wed Feb 21 10:07:31 GMT 2024","5791","","","","","","Verify redirection from Account page after ""Value"" click",""
"passed","Wed Feb 21 10:03:06 GMT 2024","Wed Feb 21 10:03:12 GMT 2024","6071","","","","","","Verify redirection from Block page L1 addresses to etherscan after address click",""
"passed","Wed Feb 21 10:03:31 GMT 2024","Wed Feb 21 10:03:37 GMT 2024","5474","","","","","","Verify redirection for ""verified blocks"" from Main Page",""
"passed","Wed Feb 21 10:02:40 GMT 2024","Wed Feb 21 10:02:41 GMT 2024","896","","","","","","Verify Latest transaction ""To"" on Account page",""
"passed","Wed Feb 21 10:04:58 GMT 2024","Wed Feb 21 10:05:16 GMT 2024","17832","","","","","","Verify redirection for ""Docs"" on Footer for internal links",""
"passed","Wed Feb 21 10:03:02 GMT 2024","Wed Feb 21 10:03:03 GMT 2024","544","","","","","","Verify ""Age"" column in ""Latest Batches"" table",""
"passed","Wed Feb 21 10:01:25 GMT 2024","Wed Feb 21 10:01:26 GMT 2024","872","","","","","","Verify right table contains ""Prove tx hash"" row and ""0xbda7a65f5de30c866639a"" value on Block page",""
"passed","Wed Feb 21 10:03:26 GMT 2024","Wed Feb 21 10:03:31 GMT 2024","5444","","","","","","Verify redirection for ""committed blocks"" from Main Page",""
"passed","Wed Feb 21 10:03:55 GMT 2024","Wed Feb 21 10:04:01 GMT 2024","5877","","","","","","Verify redirection from Transaction page after ""Fee"" click",""
"passed","Wed Feb 21 10:05:07 GMT 2024","Wed Feb 21 10:05:12 GMT 2024","4602","","","","","","Check Address hashes copying for Contract page",""
"passed","Wed Feb 21 10:01:21 GMT 2024","Wed Feb 21 10:01:22 GMT 2024","987","","","","","","Verify left table contains ""Root hash"" row and ""0xfa8fadc06c46dc8a3c52"" value on Block page",""
"passed","Wed Feb 21 10:03:03 GMT 2024","Wed Feb 21 10:03:09 GMT 2024","5765","","","","","","Verify redirection from Contracts page after ""tx hash"" click",""
"passed","Wed Feb 21 10:04:46 GMT 2024","Wed Feb 21 10:04:47 GMT 2024","839","","","","","","Check copy button action on ""/address/0x574343B3d1544477f2C4dF38c2Ef720Ab33e782b"" page",""
