"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 17 15:09:51 GMT 2024","Wed Apr 17 15:09:51 GMT 2024","640","","","","","","Search incorrect tx hash with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ec f""",""
"passed","Wed Apr 17 15:09:36 GMT 2024","Wed Apr 17 15:09:40 GMT 2024","3606","","","","","","Verify label ""in"" for Account info on Account page",""
"passed","Wed Apr 17 15:09:04 GMT 2024","Wed Apr 17 15:09:05 GMT 2024","965","","","","","","Check the element ""Smart Contract Verification"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Wed Apr 17 15:09:06 GMT 2024","Wed Apr 17 15:09:07 GMT 2024","948","","","","","","Check social networks icon ""join"" is available, clickable and have correct href",""
"passed","Wed Apr 17 15:07:45 GMT 2024","Wed Apr 17 15:07:51 GMT 2024","5762","","","","","","Verify redirection from Transaction page after ""Tokens Transferred"" click",""
"passed","Wed Apr 17 15:09:34 GMT 2024","Wed Apr 17 15:09:35 GMT 2024","1062","","","","","","Verify redirection to ""Goerli (Stage2)"" network",""
"passed","Wed Apr 17 15:07:40 GMT 2024","Wed Apr 17 15:07:45 GMT 2024","5936","","","","","","Verify redirection from Transaction page after ""Fee"" click",""
"passed","Wed Apr 17 15:09:17 GMT 2024","Wed Apr 17 15:09:18 GMT 2024","545","","","","","","Verify ""Status"" column in ""Latest Batches"" table",""
"passed","Wed Apr 17 15:09:32 GMT 2024","Wed Apr 17 15:09:33 GMT 2024","623","","","","","","Search incorrect batch number with ""341 844""",""
"passed","Wed Apr 17 15:08:09 GMT 2024","Wed Apr 17 15:08:15 GMT 2024","5846","","","","","","Verify redirection from Transactions page after ""Value"" click",""
"passed","Wed Apr 17 15:09:26 GMT 2024","Wed Apr 17 15:09:27 GMT 2024","1542","","","","","","Verify Logs tab artifact for ""345359500000000"" on Transaction page",""
"passed","Wed Apr 17 15:07:51 GMT 2024","Wed Apr 17 15:07:57 GMT 2024","5931","","","","","","Verify redirection from Transactions page after ""tx hash"" click",""
"passed","Wed Apr 17 15:09:48 GMT 2024","Wed Apr 17 15:09:49 GMT 2024","933","","","","","","Verify Smart contract verification Page",""
"passed","Wed Apr 17 15:09:05 GMT 2024","Wed Apr 17 15:09:06 GMT 2024","865","","","","","","Check the element ""Bridge"" in Tools section is available, clickable and have correct href (Mainnet)",""
"passed","Wed Apr 17 15:07:57 GMT 2024","Wed Apr 17 15:08:03 GMT 2024","5926","","","","","","Verify redirection from Transactions page after ""from address"" click",""
"passed","Wed Apr 17 15:09:50 GMT 2024","Wed Apr 17 15:09:50 GMT 2024","595","","","","","","Search incorrect tx hash with ""0x!6adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ecff""",""
"passed","Wed Apr 17 15:09:33 GMT 2024","Wed Apr 17 15:09:34 GMT 2024","1076","","","","","","Verify redirection to ""zkSync Era Goerli Testnet"" network",""
"passed","Wed Apr 17 15:09:14 GMT 2024","Wed Apr 17 15:09:15 GMT 2024","702","","","","","","Count rows in ""Latest Batches"" table",""
"passed","Wed Apr 17 15:09:34 GMT 2024","Wed Apr 17 15:09:37 GMT 2024","2461","","","","","","Search random batch number/inexistent",""
"passed","Wed Apr 17 15:09:32 GMT 2024","Wed Apr 17 15:09:33 GMT 2024","1260","","","","","","Check copy button action on ""/address/0xc2C6aE3B10c741A3FD291a1C1Baadc41fD2d84d5"" page",""
"passed","Wed Apr 17 15:09:48 GMT 2024","Wed Apr 17 15:09:48 GMT 2024","928","","","","","","Verify Smart contract verification Page",""
"passed","Wed Apr 17 15:09:30 GMT 2024","Wed Apr 17 15:09:33 GMT 2024","2608","","","","","","Verify Transaction table contains ""Input data"" row",""
"passed","Wed Apr 17 15:09:14 GMT 2024","Wed Apr 17 15:09:14 GMT 2024","528","","","","","","Network stats is displayed",""
"passed","Wed Apr 17 15:09:52 GMT 2024","Wed Apr 17 15:09:53 GMT 2024","905","","","","","","Verify Smart contract verification Page",""
"passed","Wed Apr 17 15:09:16 GMT 2024","Wed Apr 17 15:09:21 GMT 2024","5733","","","","","","Verify redirection from Block page L1 addresses to etherscan after address click",""
