"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 11:07:26 GMT 2024","Tue Aug 20 11:07:27 GMT 2024","1511","","","","","","Check ""ETH"" hashes copying for Tokens page",""
"passed","Tue Aug 20 11:06:30 GMT 2024","Tue Aug 20 11:06:32 GMT 2024","1228","","","","","","Verify Contract tab for ""0x000400000000000200050000000"" visibility on Contracts page",""
"passed","Tue Aug 20 11:08:24 GMT 2024","Tue Aug 20 11:08:30 GMT 2024","5871","","","","","","Verify redirection from Transaction page after ""block number"" click",""
"passed","Tue Aug 20 11:07:01 GMT 2024","Tue Aug 20 11:07:02 GMT 2024","701","","","","","","Search correct contract hash",""
"passed","Tue Aug 20 11:06:27 GMT 2024","Tue Aug 20 11:06:28 GMT 2024","1207","","","","","","Verify Contract tab for ""0x8f9e8Fd0b8442a1dc72d2D9506e99cBDA134B382"" visibility on Contracts page",""
"passed","Tue Aug 20 11:06:04 GMT 2024","Tue Aug 20 11:06:05 GMT 2024","902","","","","","","Verify block transactions table contains ""To""",""
"passed","Tue Aug 20 11:06:21 GMT 2024","Tue Aug 20 11:06:21 GMT 2024","493","","","","","","Verify Network stats component contains ""Network Stats"" block",""
"passed","Tue Aug 20 11:05:41 GMT 2024","Tue Aug 20 11:05:41 GMT 2024","505","","","","","","Verify ""Transaction Hash"" column in ""Latest Transactions"" table",""
"passed","Tue Aug 20 11:07:16 GMT 2024","Tue Aug 20 11:07:17 GMT 2024","1589","","","","","","Verify redirection to ""Goerli (Stage2)"" network",""
"passed","Tue Aug 20 11:06:59 GMT 2024","Tue Aug 20 11:07:00 GMT 2024","686","","","","","","Search incorrect batch number with ""341а44""",""
"passed","Tue Aug 20 11:07:30 GMT 2024","Tue Aug 20 11:07:35 GMT 2024","5420","","","","","","Verify redirection for ""transactions"" from Main Page",""
"passed","Tue Aug 20 11:06:37 GMT 2024","Tue Aug 20 11:06:38 GMT 2024","1095","","","","","","Verify column ""Method"" tab on Contract page",""
"passed","Tue Aug 20 11:07:23 GMT 2024","Tue Aug 20 11:07:25 GMT 2024","1371","","","","","","Check Processed status component for Transaction page",""
"passed","Tue Aug 20 11:05:42 GMT 2024","Tue Aug 20 11:05:43 GMT 2024","493","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
"passed","Tue Aug 20 11:05:51 GMT 2024","Tue Aug 20 11:05:52 GMT 2024","998","","","","","","Verify left table contains ""Status"" row and ""Verified"" value on Block page",""
"passed","Tue Aug 20 11:07:19 GMT 2024","Tue Aug 20 11:07:21 GMT 2024","1918","","","","","","Verify redirection to ""zkSync Era Sepolia Testnet"" network",""
"passed","Tue Aug 20 11:06:07 GMT 2024","Tue Aug 20 11:06:08 GMT 2024","798","","","","","","Verify Smart contract verification Page",""
"passed","Tue Aug 20 11:07:47 GMT 2024","Tue Aug 20 11:08:05 GMT 2024","17714","","","","","","Verify redirection for ""twitter"" social network icon  on Header",""
"passed","Tue Aug 20 11:05:40 GMT 2024","Tue Aug 20 11:05:41 GMT 2024","496","","","","","","Verify ""Status"" column in ""Latest Transactions"" table",""
"passed","Tue Aug 20 11:09:23 GMT 2024","Tue Aug 20 11:09:24 GMT 2024","1272","","","","","","Verify redirection to ""Goerli (Stage2)"" network",""
"passed","Tue Aug 20 11:06:35 GMT 2024","Tue Aug 20 11:06:36 GMT 2024","1132","","","","","","Verify column ""Transaction Hash"" tab on Contract page",""
"passed","Tue Aug 20 11:06:59 GMT 2024","Tue Aug 20 11:07:00 GMT 2024","562","","","","","","Verify ""Size"" column in ""Latest Batches"" table",""
"passed","Tue Aug 20 11:06:17 GMT 2024","Tue Aug 20 11:06:19 GMT 2024","1269","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Tue Aug 20 11:06:06 GMT 2024","Tue Aug 20 11:06:07 GMT 2024","1160","","","","","","Verify label ""out"" for Account info on Account page",""
"passed","Tue Aug 20 11:07:16 GMT 2024","Tue Aug 20 11:07:18 GMT 2024","1040","","","","","","Check data type dropdown for ""Data"" and select ""Address""",""
"passed","Tue Aug 20 11:07:02 GMT 2024","Tue Aug 20 11:07:03 GMT 2024","661","","","","","","Search incorrect contract hash",""
"passed","Tue Aug 20 11:07:14 GMT 2024","Tue Aug 20 11:07:15 GMT 2024","1047","","","","","","Check data type dropdown for ""Data"" and select ""Number""",""
"passed","Tue Aug 20 11:07:51 GMT 2024","Tue Aug 20 11:07:56 GMT 2024","5494","","","","","","Verify redirection for ""batch number"" from Main Page",""
"passed","Tue Aug 20 11:05:54 GMT 2024","Tue Aug 20 11:05:55 GMT 2024","1005","","","","","","Verify Logs tab artifact for ""Topics"" on Transaction page",""
"passed","Tue Aug 20 11:06:55 GMT 2024","Tue Aug 20 11:06:56 GMT 2024","604","","","","","","Count rows in ""Latest Batches"" table",""
"passed","Tue Aug 20 11:05:54 GMT 2024","Tue Aug 20 11:05:55 GMT 2024","922","","","","","","Verify row ""Address"" for Account info on Account page",""
"passed","Tue Aug 20 11:08:23 GMT 2024","Tue Aug 20 11:08:24 GMT 2024","933","","","","","","Verify redirection for ""Transactions"" in BE menu",""
"passed","Tue Aug 20 11:05:57 GMT 2024","Tue Aug 20 11:05:59 GMT 2024","1263","","","","","","Verify Contract info table contains ""Creator"" row",""
"passed","Tue Aug 20 11:05:47 GMT 2024","Tue Aug 20 11:05:48 GMT 2024","950","","","","","","Verify Transaction table contains ""Status"" row",""
"passed","Tue Aug 20 11:05:57 GMT 2024","Tue Aug 20 11:05:58 GMT 2024","998","","","","","","Verify right table contains ""Proven"" row and ""2023-03-24"" value on Block page",""
"passed","Tue Aug 20 11:06:07 GMT 2024","Tue Aug 20 11:06:08 GMT 2024","998","","","","","","Check ""From"" hashes copying for Transaction page",""
"passed","Tue Aug 20 11:08:25 GMT 2024","Tue Aug 20 11:08:43 GMT 2024","17924","","","","","","Verify redirection for ""Bridge"" in Tools menu",""
"passed","Tue Aug 20 11:06:23 GMT 2024","Tue Aug 20 11:06:24 GMT 2024","1241","","","","","","Verify Contract tab for ""Are you owner of this smart-contract?"" visibility on Contracts page",""
"passed","Tue Aug 20 11:06:59 GMT 2024","Tue Aug 20 11:06:59 GMT 2024","555","","","","","","Verify ""Batch"" column in ""Latest Batches"" table",""
"passed","Tue Aug 20 11:06:12 GMT 2024","Tue Aug 20 11:06:13 GMT 2024","1229","","","","","","Verify table contains ""Status"" column name on Transactions page",""
"passed","Tue Aug 20 11:06:57 GMT 2024","Tue Aug 20 11:06:57 GMT 2024","814","","","","","","Search random address / account",""
"passed","Tue Aug 20 11:05:55 GMT 2024","Tue Aug 20 11:05:56 GMT 2024","1154","","","","","","Verify Logs tab artifact for ""Data"" on Transaction page",""
"passed","Tue Aug 20 11:05:33 GMT 2024","Tue Aug 20 11:05:34 GMT 2024","850","","","","","","Check social networks icon ""twitter"" is available, clickable and have correct href",""
"passed","Tue Aug 20 11:05:51 GMT 2024","Tue Aug 20 11:05:52 GMT 2024","1037","","","","","","Verify Transaction table contains ""Nonce"" row",""
"passed","Tue Aug 20 11:09:43 GMT 2024","Tue Aug 20 11:09:49 GMT 2024","5904","","","","","","Verify redirection from Block page after ""Value"" click",""
"passed","Tue Aug 20 11:07:03 GMT 2024","Tue Aug 20 11:07:04 GMT 2024","1308","","","","","","Verify table contains ""Price"" column name on Tokens page",""
"passed","Tue Aug 20 11:06:00 GMT 2024","Tue Aug 20 11:06:01 GMT 2024","837","","","","","","Verify Smart contract verification Page",""
"passed","Tue Aug 20 11:06:02 GMT 2024","Tue Aug 20 11:06:03 GMT 2024","998","","","","","","Verify Latest transaction ""To"" on Account page",""
"passed","Tue Aug 20 11:05:48 GMT 2024","Tue Aug 20 11:05:49 GMT 2024","922","","","","","","Verify Transaction table contains ""From"" row",""
"passed","Tue Aug 20 11:07:07 GMT 2024","Tue Aug 20 11:07:08 GMT 2024","1024","","","","","","Search random tx hash / inexistent with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ecfa""",""
"passed","Tue Aug 20 11:06:02 GMT 2024","Tue Aug 20 11:06:03 GMT 2024","893","","","","","","Check copy button action on ""/tx/0xe84dcdaa4e40c9899763c8f55255376fd77f3a588be0fe0afa69f153a0ae3f10"" page",""
"passed","Tue Aug 20 11:08:41 GMT 2024","Tue Aug 20 11:08:47 GMT 2024","5884","","","","","","Verify redirection from Transaction page after ""Tokens Transferred"" click",""
"passed","Tue Aug 20 11:06:57 GMT 2024","Tue Aug 20 11:06:58 GMT 2024","571","","","","","","Verify ""Transaction Hash"" column in ""Latest Transactions"" table",""
"passed","Tue Aug 20 11:07:09 GMT 2024","Tue Aug 20 11:07:10 GMT 2024","1121","","","","","","Check data type dropdown for ""Topics"" and select ""Hex""",""
"passed","Tue Aug 20 11:06:10 GMT 2024","Tue Aug 20 11:06:12 GMT 2024","1319","","","","","","Verify table contains ""Age"" column name on Blocks page",""
"passed","Tue Aug 20 11:06:57 GMT 2024","Tue Aug 20 11:06:59 GMT 2024","1016","","","","","","Search correct batch number",""
"passed","Tue Aug 20 11:07:00 GMT 2024","Tue Aug 20 11:07:01 GMT 2024","572","","","","","","Verify ""Age"" column in ""Latest Batches"" table",""
"passed","Tue Aug 20 11:06:19 GMT 2024","Tue Aug 20 11:06:21 GMT 2024","2355","","","","","","Check hashes copying for Contracts tab on Contracts page",""
"passed","Tue Aug 20 11:06:06 GMT 2024","Tue Aug 20 11:06:07 GMT 2024","794","","","","","","Verify Smart contract verification Page",""
"passed","Tue Aug 20 11:08:24 GMT 2024","Tue Aug 20 11:08:25 GMT 2024","930","","","","","","Verify redirection for ""Smart Contract Verification"" in Tools menu",""
"passed","Tue Aug 20 11:06:56 GMT 2024","Tue Aug 20 11:06:57 GMT 2024","602","","","","","","Count rows in ""Latest Transactions"" table",""
"passed","Tue Aug 20 11:05:55 GMT 2024","Tue Aug 20 11:05:56 GMT 2024","926","","","","","","Verify right table contains ""Committed"" row and ""2023-03-24"" value on Block page",""
"passed","Tue Aug 20 11:06:01 GMT 2024","Tue Aug 20 11:06:03 GMT 2024","1630","","","","","","Verify Smart contract verification Page",""
"passed","Tue Aug 20 11:07:19 GMT 2024","Tue Aug 20 11:07:24 GMT 2024","5450","","","","","","Verify redirection for ""committed blocks"" from Main Page",""
"passed","Tue Aug 20 11:06:16 GMT 2024","Tue Aug 20 11:06:17 GMT 2024","1037","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Tue Aug 20 11:06:15 GMT 2024","Tue Aug 20 11:06:16 GMT 2024","1040","","","","","","Check data type dropdown for ""Topics"" and select ""Address""",""
"passed","Tue Aug 20 11:05:56 GMT 2024","Tue Aug 20 11:05:57 GMT 2024","814","","","","","","Verify row ""Verified nonce"" for Account info on Account page",""
"passed","Tue Aug 20 11:06:23 GMT 2024","Tue Aug 20 11:06:24 GMT 2024","1007","","","","","","Check ""Prove tx hash"" hashes copying on Block page",""
"passed","Tue Aug 20 11:07:06 GMT 2024","Tue Aug 20 11:07:07 GMT 2024","1128","","","","","","Verify label ""out"" for Account info on Account page",""
"passed","Tue Aug 20 11:07:06 GMT 2024","Tue Aug 20 11:07:07 GMT 2024","664","","","","","","Search incorrect tx hash with ""0xW6adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ecff""",""
"passed","Tue Aug 20 11:08:35 GMT 2024","Tue Aug 20 11:08:41 GMT 2024","5863","","","","","","Verify redirection from Transaction page after ""Fee"" click",""
"passed","Tue Aug 20 11:05:46 GMT 2024","Tue Aug 20 11:05:47 GMT 2024","950","","","","","","Verify Transaction table contains ""Status"" row",""
"passed","Tue Aug 20 11:05:52 GMT 2024","Tue Aug 20 11:05:53 GMT 2024","1128","","","","","","Verify Transaction table contains ""Input data"" row",""
"passed","Tue Aug 20 11:07:11 GMT 2024","Tue Aug 20 11:07:29 GMT 2024","17696","","","","","","Verify redirection for ""Contact"" on Footer for internal links",""
"passed","Tue Aug 20 11:07:01 GMT 2024","Tue Aug 20 11:07:01 GMT 2024","761","","","","","","Search random batch number/inexistent",""
"passed","Tue Aug 20 11:06:16 GMT 2024","Tue Aug 20 11:06:17 GMT 2024","1120","","","","","","Check data type dropdown for ""Data"" and select ""Hex""",""
"passed","Tue Aug 20 11:06:58 GMT 2024","Tue Aug 20 11:06:58 GMT 2024","584","","","","","","Verify ""Age"" column in ""Latest Transactions"" table",""
"passed","Tue Aug 20 11:06:01 GMT 2024","Tue Aug 20 11:06:01 GMT 2024","832","","","","","","Verify Smart contract verification Page",""
