"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 18 15:57:18 GMT 2023","Mon Dec 18 15:57:23 GMT 2023","5491","","","","","","Verify redirection for ""batch size"" from Main Page",""
"passed","Mon Dec 18 15:57:01 GMT 2023","Mon Dec 18 15:57:02 GMT 2023","1402","","","","","","Verify table contains ""Price"" column name on Tokens page",""
"passed","Mon Dec 18 15:56:57 GMT 2023","Mon Dec 18 15:56:58 GMT 2023","1006","","","","","","Check ""From"" hashes copying for Transaction page",""
"passed","Mon Dec 18 15:57:16 GMT 2023","Mon Dec 18 15:57:17 GMT 2023","1043","","","","","","Verify Transaction table contains ""Block"" row",""
"passed","Mon Dec 18 15:57:05 GMT 2023","Mon Dec 18 15:57:11 GMT 2023","5835","","","","","","Verify redirection from Contracts page after ""tx hash"" click",""
"passed","Mon Dec 18 15:57:17 GMT 2023","Mon Dec 18 15:57:18 GMT 2023","597","","","","","","Verify ""Size"" column in ""Latest Batches"" table",""
"passed","Mon Dec 18 15:57:22 GMT 2023","Mon Dec 18 15:57:23 GMT 2023","747","","","","","","Search incorrect contract hash",""
"passed","Mon Dec 18 15:56:51 GMT 2023","Mon Dec 18 15:56:52 GMT 2023","941","","","","","","Check copy button action on ""/tx/0xe84dcdaa4e40c9899763c8f55255376fd77f3a588be0fe0afa69f153a0ae3f10"" page",""
"passed","Mon Dec 18 15:57:34 GMT 2023","Mon Dec 18 15:57:40 GMT 2023","5583","","","","","","Verify redirection for ""verified blocks"" from Main Page",""
"passed","Mon Dec 18 15:57:18 GMT 2023","Mon Dec 18 15:57:19 GMT 2023","1008","","","","","","Verify Transaction table contains ""Created"" row",""
"passed","Mon Dec 18 15:59:19 GMT 2023","Mon Dec 18 15:59:26 GMT 2023","7368","","","","","","Verify redirection from Account page after ""to address"" click",""
"passed","Mon Dec 18 15:56:45 GMT 2023","Mon Dec 18 15:56:46 GMT 2023","1006","","","","","","Verify right table contains ""Proven"" row and ""2023-03-24"" value on Block page",""
"passed","Mon Dec 18 15:56:47 GMT 2023","Mon Dec 18 15:56:48 GMT 2023","1043","","","","","","Verify right table contains ""Executed"" row and ""2023-03-25"" value on Block page",""
"passed","Mon Dec 18 15:57:22 GMT 2023","Mon Dec 18 15:57:24 GMT 2023","1849","","","","","","Check ""COMBO"" hashes copying for Tokens page",""
"passed","Mon Dec 18 15:57:17 GMT 2023","Mon Dec 18 15:57:18 GMT 2023","1219","","","","","","Search correct batch number",""
