"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 15:29:59 GMT 2024","Tue Apr 16 15:30:00 GMT 2024","854","","","","","","Verify block transactions table contains ""To""",""
"passed","Tue Apr 16 15:34:46 GMT 2024","Tue Apr 16 15:34:52 GMT 2024","5827","","","","","","Verify redirection from Account page after ""Value"" click",""
"passed","Tue Apr 16 15:30:19 GMT 2024","Tue Apr 16 15:30:20 GMT 2024","1388","","","","","","Verify Latest transaction ""Value"" on Account page",""
"passed","Tue Apr 16 15:30:26 GMT 2024","Tue Apr 16 15:30:27 GMT 2024","1142","","","","","","Verify Contract tab for ""0x8f9e8Fd0b8442a1dc72d2D9506e99cBDA134B382"" visibility on Contracts page",""
"passed","Tue Apr 16 15:30:12 GMT 2024","Tue Apr 16 15:30:12 GMT 2024","858","","","","","","Verify table contains ""From"" column name on Transactions page",""
"passed","Tue Apr 16 15:30:26 GMT 2024","Tue Apr 16 15:30:29 GMT 2024","2601","","","","","","Check hashes copying for Contracts tab on Contracts page",""
"passed","Tue Apr 16 15:30:13 GMT 2024","Tue Apr 16 15:30:15 GMT 2024","1051","","","","","","Verify table contains ""Method"" column name on Transactions page",""
"passed","Tue Apr 16 15:35:34 GMT 2024","Tue Apr 16 15:35:40 GMT 2024","5794","","","","","","Verify redirection from Block page after ""Fee"" click",""
"passed","Tue Apr 16 15:30:25 GMT 2024","Tue Apr 16 15:30:26 GMT 2024","1304","","","","","","Check hashes copying from title on Contract/Block/Accounts page",""
"passed","Tue Apr 16 15:32:13 GMT 2024","Tue Apr 16 15:32:31 GMT 2024","17808","","","","","","Verify redirection for ""Docs"" on Footer for internal links",""
"passed","Tue Apr 16 15:30:10 GMT 2024","Tue Apr 16 15:30:12 GMT 2024","1686","","","","","","Verify row ""Verified nonce"" for Account info on Account page",""
"passed","Tue Apr 16 15:30:31 GMT 2024","Tue Apr 16 15:30:32 GMT 2024","1173","","","","","","Check ""Prove tx hash"" hashes copying on Block page",""
"passed","Tue Apr 16 15:30:36 GMT 2024","Tue Apr 16 15:30:37 GMT 2024","856","","","","","","Verify column ""From"" tab on Contract page",""
"passed","Tue Apr 16 15:30:04 GMT 2024","Tue Apr 16 15:30:05 GMT 2024","1401","","","","","","Verify table contains ""Status"" column name on Blocks page",""
"passed","Tue Apr 16 15:30:14 GMT 2024","Tue Apr 16 15:30:15 GMT 2024","775","","","","","","Search correct contract hash",""
"passed","Tue Apr 16 15:33:24 GMT 2024","Tue Apr 16 15:33:41 GMT 2024","17639","","","","","","Verify redirection for ""twitter"" social network icon  on Header",""
"passed","Tue Apr 16 15:30:23 GMT 2024","Tue Apr 16 15:30:24 GMT 2024","1115","","","","","","Search random tx hash / inexistent with ""0x16adbc2511be767d03be088a4242d07829433e0bbb9d8a27489b971f1113ecfa""",""
"passed","Tue Apr 16 15:30:20 GMT 2024","Tue Apr 16 15:30:23 GMT 2024","2489","","","","","","Verify Latest transaction ""Fee"" on Account page",""
"passed","Tue Apr 16 15:29:55 GMT 2024","Tue Apr 16 15:29:56 GMT 2024","1021","","","","","","Verify block transactions table contains ""Status""",""
"passed","Tue Apr 16 15:30:09 GMT 2024","Tue Apr 16 15:30:11 GMT 2024","1520","","","","","","Check copy button action on ""/address/0x574343B3d1544477f2C4dF38c2Ef720Ab33e782b"" page",""
"passed","Tue Apr 16 15:29:53 GMT 2024","Tue Apr 16 15:29:54 GMT 2024","964","","","","","","Verify right table contains ""Execute tx hash"" row and ""0x1ddae5de222936cb7f5c"" value on Block page",""
"passed","Tue Apr 16 15:30:32 GMT 2024","Tue Apr 16 15:30:34 GMT 2024","1378","","","","","","Check ""Execute tx hash"" hashes copying on Block page",""
"passed","Tue Apr 16 15:30:28 GMT 2024","Tue Apr 16 15:30:30 GMT 2024","1246","","","","","","Verify Contract tab for ""Verify Smart Contract"" visibility on Contracts page",""
"passed","Tue Apr 16 15:34:00 GMT 2024","Tue Apr 16 15:34:01 GMT 2024","934","","","","","","Verify redirection for ""Transactions"" in BE menu",""
"passed","Tue Apr 16 15:29:51 GMT 2024","Tue Apr 16 15:29:52 GMT 2024","920","","","","","","Verify right table contains ""Prove tx hash"" row and ""0xbda7a65f5de30c866639a"" value on Block page",""
"passed","Tue Apr 16 15:35:11 GMT 2024","Tue Apr 16 15:35:17 GMT 2024","5899","","","","","","Verify redirection from Block page after ""tx hash"" click",""
"passed","Tue Apr 16 15:30:19 GMT 2024","Tue Apr 16 15:30:19 GMT 2024","642","","","","","","Verify Network stats component contains ""Committed Blocks"" block",""
"passed","Tue Apr 16 15:30:01 GMT 2024","Tue Apr 16 15:30:02 GMT 2024","1028","","","","","","Verify block transactions table contains ""Value""",""
"passed","Tue Apr 16 15:30:07 GMT 2024","Tue Apr 16 15:30:08 GMT 2024","784","","","","","","Search incorrect address / account",""
"passed","Tue Apr 16 15:30:20 GMT 2024","Tue Apr 16 15:30:22 GMT 2024","2341","","","","","","Verify Network stats component contains ""Transactions"" block",""
"passed","Tue Apr 16 15:30:47 GMT 2024","Tue Apr 16 15:30:51 GMT 2024","3700","","","","","","Check ""COMBO"" hashes copying for Tokens page",""
"passed","Tue Apr 16 15:30:00 GMT 2024","Tue Apr 16 15:30:01 GMT 2024","921","","","","","","Verify block transactions table contains ""Method""",""
"passed","Tue Apr 16 15:30:08 GMT 2024","Tue Apr 16 15:30:09 GMT 2024","895","","","","","","Verify row ""Address"" for Account info on Account page",""
"passed","Tue Apr 16 15:30:04 GMT 2024","Tue Apr 16 15:30:06 GMT 2024","1758","","","","","","Verify column ""Asset"" for Balances on Account page",""
"passed","Tue Apr 16 15:35:23 GMT 2024","Tue Apr 16 15:35:29 GMT 2024","5895","","","","","","Verify redirection from Block page after ""to address"" click",""
"passed","Tue Apr 16 15:33:59 GMT 2024","Tue Apr 16 15:34:00 GMT 2024","921","","","","","","Verify redirection for ""Blocks"" in BE menu",""
"passed","Tue Apr 16 15:30:15 GMT 2024","Tue Apr 16 15:30:17 GMT 2024","1451","","","","","","Check ""Address"" hashes copying for Logs tab on Transaction page",""
"passed","Tue Apr 16 15:30:07 GMT 2024","Tue Apr 16 15:30:08 GMT 2024","802","","","","","","Check copy button action on ""/tx/0xe239f4cc4ddbaad475d0ef3e23114a89387864bcde5da5b5ca4d2c140bfc4bc4"" page",""
"passed","Tue Apr 16 15:30:34 GMT 2024","Tue Apr 16 15:30:36 GMT 2024","2540","","","","","","Check account address hashes copying for Account page",""
"passed","Tue Apr 16 15:30:35 GMT 2024","Tue Apr 16 15:30:36 GMT 2024","1447","","","","","","Verify column ""Transaction Hash"" tab on Contract page",""
"passed","Tue Apr 16 15:34:52 GMT 2024","Tue Apr 16 15:34:58 GMT 2024","5939","","","","","","Verify redirection from Account page after ""Fee"" click",""
